source_db2,hg19_chr_start_end,chrom_text,tx_start,tx_end,strand,gene_symbol,ogi_imprinting_Status,ogi_Expressed_Allele,Gene_id,Location,your_input,tax_id,entrez,title,location,chrom,status,type,aliases,database,id_position,id_ensembl,id_assembly,cds_start,cds_end,exon_count,exon_starts,exon_ends,canonical,source
gi_otago,chr11_2904447_2906995,chr11,2904447,2906995,-,CDKN1C,Imprinted,Maternal,CDKN1C,11p15,CDKN1C,9606,1028,cyclin dependent kinase inhibitor 1C,11p15.4,11,active,protein-coding,"[CDKN1C, OTTHUMG00000010040, MGI:104564, KIP2, ENSG00000273707, p57Kip2, D64137, WBS, LRG_533, RGD:727892, P49918, CCDS7738, p57, MIM:600856, P57, CCDS86169, CCDS44519, NM_000076, ENSG00000129757, BWCR, uc001lws.5, BWS, HGNC:1786]",EpiMed GENSYM,uc001lws.4,,GRCh37,2905233,2906719,3,"[2904447, 2905228, 2905899]","[2905145, 2905364, 2906995]",TRUE,ucsc
gi,chr18_34823007_35146000,chr18,34823007,35146000,-,CELF4,Predicted,Maternal,BRUNOL4,18q12 AS ,BRUNOL4,9606,56853,CUGBP Elav-like family member 4,18q12.2,18,active,protein-coding,"[MGI:1932407, MIM:612679, CELF-4, HGNC:14015, CELF4, AF248651, CCDS82250, uc002lae.3, BRUNOL4, Q9BZC1, RGD:1307630, ENSG00000101489, OTTHUMG00000178178, CCDS32818, CCDS45858, CCDS45857, CCDS45856, NM_020180]",EpiMed GENALIAS,uc002lae.2,,GRCh37,34833773,35145604,13,"[34823007, 34833729, 34839143, 34844636, 34846495, 34850730, 34852978, 34854273, 34854767, 34855077, 34901765, 35065487, 35145318]","[34825160, 34833901, 34839227, 34844720, 34846561, 34850880, 34853126, 34854417, 34854847, 34855206, 34901844, 35065570, 35146000]",TRUE,ucsc
gi,chr10_134621895_134756089,chr10,134621895,134756089,-,CFAP46,Predicted,Maternal,C10orf93,10q26,C10orf93,9606,54777,cilia and flagella associated protein 46,10q26.3,10,active,protein-coding,"[C10orf92, DKFZp434A1721, C10orf93, NM_001200049, Q8IYW2, CCDS58101, bB137A17.2, bB137A17.3, ENSG00000171811, MIM:618543, OTTHUMG00000019292, TTC40, CFAP46, RGD:1559985, C10orf123, FLJ25954, BC034223, MGI:2444387, bA288G11.4, HGNC:25247, C10orf124, bA288G11.5]",EpiMed GENSYM,uc021qbc.1,ENST00000368586,GRCh37,134621924,134755988,58,"[134621895, 134623912, 134624453, 134626288, 134627655, 134628080, 134628189, 134628347, 134646861, 134647544, 134648157, 134648807, 134649645, 134650320, 134659560, 134660435, 134660690, 134663747, 134664620, 134671093, 134672574, 134673920, 134674285, 134679528, 134680878, 134682777, 134686179, 134690315, 134691384, 134692929, 134694364, 134698606, 134699324, 134705836, 134712462, 134713038, 134721971, 134722640, 134723422, 134726158, 134726549, 134730052, 134731896, 134732818, 134733562, 134735607, 134735983, 134738199, 134740071, 134743208, 134748255, 134750464, 134751055, 134752092, 134754499, 134755094, 134755483, 134755939]","[134622408, 134623993, 134624535, 134626401, 134627758, 134628116, 134628250, 134628418, 134647029, 134647627, 134648279, 134648938, 134649722, 134650418, 134659731, 134660615, 134660825, 134663936, 134664809, 134671292, 134672751, 134674027, 134674486, 134679675, 134681011, 134682876, 134686328, 134690465, 134691591, 134693135, 134694536, 134698790, 134699463, 134705921, 134712625, 134713170, 134722138, 134722748, 134723572, 134726324, 134726762, 134730186, 134732024, 134732946, 134733686, 134735728, 134736212, 134738390, 134740170, 134743308, 134748366, 134750559, 134751179, 134752257, 134754564, 134755226, 134755608, 134756089]",FALSE,ucsc
gi,chr19_59062932_59066486,chr19,59062932,59066486,-,CHMP2A,Predicted,Maternal,CHMP2A,19q AS ,CHMP2A,9606,27243,charged multivesicular body protein 2A,19q13.43,19,active,protein-coding,"[ENSG00000130724, uc002qtk.4, NM_014453, VPS2A, OTTHUMG00000183547, HGNC:30216, MIM:610893, O43633, CCDS12986, MGI:1916203, BC2, VPS2, CHMP2, CHMP2A, BC-2, AF042384, RGD:1305050]",EpiMed GENSYM,uc002qtk.3,,GRCh37,59063015,59065579,6,"[59062932, 59063272, 59063421, 59063625, 59065411, 59066354]","[59063143, 59063334, 59063552, 59063805, 59065603, 59066486]",TRUE,ucsc
gi,chr19_34112860_34264414,chr19,34112860,34264414,+,CHST8,Predicted,Maternal,CHST8,19q13,CHST8,9606,64377,carbohydrate sulfotransferase 8,19q13.11,19,active,protein-coding,"[CHST8, GALNAC-4-ST1, NM_022467, AB047801, PSS3, MGI:1916197, GALNAC4ST1, HGNC:15993, uc002nus.5, OTTHUMG00000180472, RGD:1308979, CCDS12433, MIM:610190, Q9H2A9, ENSG00000124302, GalNAc4ST]",EpiMed GENSYM,uc002nus.4,,GRCh37,34180167,34263968,5,"[34112860, 34158672, 34180081, 34262317, 34262861]","[34113202, 34158749, 34180297, 34262355, 34264414]",TRUE,ucsc
added_list_fc,chr7_145813452_148118088,chr7,145813452,148118088,+,CNTNAP2,,,CNTNAP2,7q35-q36.1,26047,9606,26047,contactin associated protein 2,7q35-q36.1,7,active,protein-coding,"[CNTNAP2, MIM:604569, OTTHUMG00000152743, uc003weu.3, NRXN4, AF193613, NM_014141, Q9UHC6, MGI:1914047, HGNC:13830, ENSG00000174469, PTHSL1, CASPR2, ENSG00000278728, AUTS15, CCDS5889, Caspr2, KIAA0868, RGD:1307076, CDFE]",EpiMed GENUID,uc003weu.2,,GRCh37,145813968,148112708,24,"[145813452, 146471362, 146536802, 146740998, 146805238, 146818070, 146825784, 146829336, 146997232, 147092700, 147183026, 147259229, 147336197, 147600656, 147674953, 147815209, 147844582, 147869333, 147914379, 147926737, 147964124, 148080740, 148106482, 148112508]","[145814065, 146471473, 146536996, 146741146, 146805442, 146818255, 146825928, 146829601, 146997382, 147092872, 147183133, 147259349, 147336398, 147600813, 147675081, 147815380, 147844801, 147869570, 147914616, 147926871, 147964218, 148080980, 148106563, 148118088]",TRUE,ucsc
added_list_fc,chr7_51083908_51384515,chr7,51083908,51384515,-,COBL,,,COBL,7p12.1,23242,9606,23242,cordon-bleu WH2 repeat protein,7p12.1,7,active,protein-coding,"[MIM:610317, CCDS34637, OTTHUMG00000155999, NM_015198, O75128, COBL, CCDS75602, CCDS75601, MGI:105056, KIAA0633, uc003tpr.5, RGD:1312002, AB014533, HGNC:22199, ENSG00000106078, CCDS87505]",EpiMed GENUID,uc003tpr.4,,GRCh37,51085247,51384330,13,"[51083908, 51092805, 51094242, 51095408, 51098508, 51111079, 51152862, 51203854, 51251798, 51258546, 51261075, 51287437, 51384289]","[51085265, 51093069, 51094362, 51097288, 51098606, 51111389, 51153001, 51204028, 51251896, 51258775, 51261286, 51287641, 51384515]",TRUE,ucsc
gi,chr20_61448413_61472511,chr20,61448413,61472511,+,COL9A3,Predicted,Maternal,COL9A3,20q13,COL9A3,9606,1299,collagen type IX alpha 3 chain,20q13.33,20,active,protein-coding,"[AK075240, EDM3, CCDS13505, DJ885L7.4.1, IDD, FLJ90759, MED, NM_001853, MGI:894686, Q14050, RGD:1310255, MIM:120270, uc002ydm.3, HGNC:2219, COL9A3, ENSG00000092758, OTTHUMG00000032938]",EpiMed GENSYM,uc002ydm.3,ENST00000343916,GRCh37,61448416,61472084,32,"[61448413, 61448918, 61449869, 61450573, 61451280, 61452532, 61452858, 61453108, 61453462, 61453942, 61455796, 61456319, 61457168, 61457555, 61458118, 61458592, 61459274, 61460115, 61460274, 61460806, 61460979, 61461117, 61461711, 61461868, 61463505, 61464371, 61467272, 61467538, 61467829, 61468434, 61470035, 61471893]","[61448494, 61448987, 61449905, 61450645, 61451334, 61452568, 61452882, 61453162, 61453516, 61453984, 61455853, 61456373, 61457222, 61457609, 61458172, 61458646, 61459328, 61460169, 61460328, 61460851, 61461033, 61461171, 61461765, 61461940, 61463541, 61464416, 61467305, 61467685, 61467884, 61468617, 61470113, 61472511]",TRUE,ucsc
gi,chr2_62132802_62363205,chr2,62132802,62363205,+,COMMD1,Not_Imprinted,Biallelic,COMMD1,2p15 ,COMMD1,9606,150684,copper metabolism domain containing 1,2p15,2,active,protein-coding,"[MGC27155, Q8N668, MIM:607238, uc002sbp.4, ENSG00000173163, C2orf5, NM_152516, OTTHUMG00000129445, COMMD1, BC022046, MURR1, MGI:109474, RGD:1311771, HGNC:23024, CCDS1869]",EpiMed GENSYM,uc002sbp.3,,GRCh37,62132813,62363076,3,"[62132802, 62227835, 62362965]","[62132993, 62228117, 62363205]",TRUE,ucsc
gi_otago,chr7_130146079_130353598,chr7,130146079,130353598,-,COPG2,Conflicting,Paternal,COPG2,7q32 AS ,COPG2,9606,26958,COPI coat complex subunit gamma 2,7q32.2,7,active,protein-coding,"[Q9UBF2, RGD:1566215, MIM:604355, CCDS78275, CCDS75662, AF157833, MGI:1858683, uc033ahl.2, ENSG00000158623, gamma-2-COP, NM_012133, COPG2, HGNC:2237, OTTHUMG00000155364, 2-COP]",EpiMed GENSYM,uc003vqh.1,,GRCh37,130146516,130353508,14,"[130146079, 130147114, 130147525, 130148402, 130295823, 130295825, 130297022, 130298414, 130301860, 130337708, 130347806, 130351688, 130352321, 130353471]","[130146647, 130147213, 130147664, 130148503, 130295824, 130295981, 130297109, 130298507, 130301936, 130337788, 130347878, 130351769, 130352374, 130353598]",FALSE,ucsc
gi,chr2_241070241_241075747,chr2,241070241,241075747,-,COPS9,Predicted,Paternal,MYEOV2,2q37,MYEOV2,9606,150678,COP9 signalosome subunit 9,2q37.3,2,active,protein-coding,"[HGNC:21314, NM_138336, MGI:1914165, Q8WXC6, OTTHUMG00000133352, uc010zof.2, CCDS63183, ENSG00000172428, CCDS2532, AF453951, MYEOV2, CSNAP, RGD:1596701, COPS9]",EpiMed GENALIAS,uc010zof.1,,GRCh37,241070467,241075701,3,"[241070241, 241073349, 241075638]","[241070505, 241073422, 241075747]",TRUE,ucsc
gi_otago,chr7_129932973_129964020,chr7,129932973,129964020,+,CPA4,Imprinted,Maternal,CPA4,7q32 ,CPA4,9606,51200,carboxypeptidase A4,7q32.2,7,active,protein-coding,"[CPA3, MGI:1919041, NM_016352, OTTHUMG00000157825, MIM:607635, HGNC:15740, RGD:1563619, Q9UI42, CCDS55163, uc003vpr.4, AF095719, CCDS5818, ENSG00000128510, CPA4]",EpiMed GENSYM,uc003vpr.3,,GRCh37,129933020,129962516,11,"[129932973, 129938585, 129939109, 129940655, 129944317, 129945655, 129946626, 129948146, 129950626, 129951877, 129962328]","[129933088, 129938667, 129939244, 129940754, 129944419, 129945760, 129946737, 129948237, 129950826, 129951962, 129964020]",TRUE,ucsc
gi_otago,chr6_106959304_107018334,chr6,106959304,107018334,+,CRYBG1,Imprinted,Paternal,AIM1,6q21 ,AIM1,9606,202,crystallin beta-gamma domain containing 1,6q21,6,active,protein-coding,"[RGD:1308629, OTTHUMG00000015302, CRYBG1, uc284pzd.1, CCDS34506, MGI:109544, Q9Y4K1, ENSG00000112297, NM_001624, AIM1, ST4, MIM:601797, HGNC:356, U83115]",EpiMed GENALIAS,uc003prh.3,,GRCh37,106960216,107016441,20,"[106959304, 106967005, 106973007, 106973142, 106975179, 106978050, 106987277, 106989460, 106991314, 106992445, 106992662, 106999726, 107000058, 107001329, 107003642, 107006360, 107008677, 107009216, 107011638, 107016346]","[106960914, 106969328, 106973055, 106973261, 106975345, 106978190, 106987404, 106989496, 106991472, 106992572, 106992808, 106999853, 107000091, 107001442, 107003772, 107006500, 107008801, 107009375, 107011801, 107018334]",FALSE,ucsc
gi,chr5_131409484_131411863,chr5,131409484,131411863,+,CSF2,Predicted,Maternal,CSF2,5q31,CSF2,9606,1437,colony stimulating factor 2,5q31.1,5,active,protein-coding,"[MIM:138960, CSF2, CCDS4150, M11734, NM_000758, MGI:1339752, uc003kwf.5, RGD:621065, OTTHUMG00000059637, GM-CSF, CSF, P04141, GMCSF, ENSG00000164400, HGNC:2434]",EpiMed GENSYM,uc003kwf.4,,GRCh37,131409516,131411545,4,"[131409484, 131409773, 131410502, 131411437]","[131409675, 131409815, 131410628, 131411863]",TRUE,ucsc
otago,chr20_23728189_23731574,chr20,23728189,23731574,-,CST1,,,CST1,20p11.21,CST1,9606,1469,cystatin SN,20p11.21,20,active,protein-coding,"[HGNC:2473, CST1, uc061vvz.1, CCDS13160, ENSG00000170373, OTTHUMG00000032085, MIM:123855, P01037, M19169, NM_001898]",EpiMed GENSYM,uc002wtp.3,ENST00000304749,GRCh37,23728452,23731503,3,"[23728189, 23729652, 23731275]","[23728536, 23729766, 23731574]",FALSE,ucsc
gi,chr10_67679724_69455949,chr10,67679724,69455949,-,CTNNA3,Provisional,Maternal,CTNNA3,10q22,CTNNA3,9606,29119,catenin alpha 3,10q21.3,10,active,protein-coding,"[MIM:607667, uc001jmw.3, RGD:1562230, CCDS7269, OTTHUMG00000018334, VR22, ENSG00000183230, MGI:2661445, ARVD13, NM_013266, CTNNA3, AF091606, MGC26194, Q9UI47, HGNC:2511]",EpiMed GENSYM,uc001jmw.2,,GRCh37,67680087,69407271,18,"[67679724, 67726369, 67748449, 67829065, 67862914, 68040227, 68138909, 68280374, 68381449, 68526021, 68535201, 68940074, 68979364, 69281599, 69299260, 69366614, 69407172, 69455757]","[67680375, 67726504, 67748555, 67829247, 67863007, 68040379, 68139110, 68280531, 68381542, 68526174, 68535282, 68940278, 68979628, 69281719, 69299427, 69366807, 69407276, 69455949]",TRUE,ucsc
gi,chr2_38294745_38303323,chr2,38294745,38303323,-,CYP1B1,Predicted,Paternal,CYP1B1,2p21 AS ,CYP1B1,9606,1545,cytochrome P450 family 1 subfamily B member 1,2p22.2,2,active,protein-coding,"[GLC3A, CP1B, NM_000104, Q16678, OTTHUMG00000100970, RGD:2460, CCDS1793, P4501B1, uc032njx.2, HGNC:2597, U56438, ENSG00000138061, CYP1B1, MGI:88590, MIM:601771, ASGD6, CYPIB1]",EpiMed GENSYM,uc002rqo.2,,GRCh37,38297864,38302531,3,"[38294745, 38301488, 38302922]","[38298453, 38302532, 38303323]",FALSE,ucsc
gi,chr12_91539034_91576806,chr12,91539034,91576806,-,DCN,Unknown,Unknown,DCN,12q21,DCN,9606,1634,decorin,12q21.33,12,active,protein-coding,"[RGD:61895, CCDS9042, NM_133507, AF138300, CCDS9040, CCDS9041, HGNC:2705, OTTHUMG00000169998, DSPG2, MGI:94872, CCDS9039, CSCD, DCN, CCDS44951, PGII, MIM:125255, PGS2, uc001tbu.4, PG40, P07585, SLRR1B, ENSG00000011465]",EpiMed GENSYM,uc001tbu.3,,GRCh37,91539834,91572329,8,"[91539034, 91545430, 91546872, 91550851, 91552072, 91558381, 91572118, 91576431]","[91540029, 91545569, 91546966, 91550965, 91552286, 91558494, 91572362, 91576806]",TRUE,ucsc
gi,chr7_50526133_50633154,chr7,50526133,50633154,-,DDC,Imprinted,Isoform_Dependent,DDC,7p12,DDC,9606,1644,dopa decarboxylase,7p12.2-p12.1,7,active,protein-coding,"[AADC, ENSG00000132437, DDC, CCDS56485, uc003tpg.5, HGNC:2719, RGD:2494, CCDS56487, CCDS75598, CCDS56486, CCDS75599, CCDS5511, P20711, MGI:94876, NM_000790, OTTHUMG00000023353, MIM:107930]",EpiMed GENSYM,uc003tpg.4,,GRCh37,50530928,50611783,15,"[50526133, 50530910, 50534911, 50537770, 50544321, 50547484, 50563047, 50566845, 50571690, 50595834, 50596905, 50605557, 50607612, 50611582, 50632981]","[50526541, 50531129, 50535013, 50537869, 50544341, 50547561, 50563115, 50566940, 50571757, 50595978, 50597040, 50605677, 50607726, 50611811, 50633154]",TRUE,ucsc
gi,chr22_18893735_18899601,chr22,18893735,18899601,+,DGCR6,Imprinted,Random,DGCR6,22q11,DGCR6,9606,8214,DiGeorge syndrome critical region gene 6,22q11.21|22q11,22,active,protein-coding,"[ENSG00000183628, MGI:1202877, Q14129, CCDS13753, NM_005675, HGNC:2846, MIM:601279, DGCR6, X96484, RGD:1309390, uc002zoh.4, OTTHUMG00000150162]",EpiMed GENSYM,uc002zoh.4,ENST00000331444,GRCh37,18893887,18899202,5,"[18893735, 18894077, 18897684, 18898400, 18899052]","[18893997, 18894238, 18897785, 18898541, 18899601]",TRUE,ucsc
gi,chr22_20301760_20307628,chr22,20301760,20307628,-,DGCR6L,Imprinted,Random,DGCR6L,22q11,DGCR6L,9606,85359,DiGeorge syndrome critical region gene 6 like,22q11.21,22,active,protein-coding,"[MIM:609459, HGNC:18551, AF228708, ENSG00000128185, FLJ10666, uc002zrx.4, CCDS13778, NM_033257, DGCR6L, OTTHUMG00000150583, DGCR6, Q9BY27]",EpiMed GENSYM,uc002zrx.3,,GRCh37,20302197,20307511,5,"[20301760, 20302858, 20303641, 20307161, 20307401]","[20302347, 20302999, 20303742, 20307322, 20307628]",TRUE,ucsc
gi,chr11_71145456_71159477,chr11,71145456,71159477,-,DHCR7,Not_Imprinted,Biallelic,DHCR7,11q13,DHCR7,9606,1717,7-dehydrocholesterol reductase,11q13.4,11,active,protein-coding,"[RGD:621769, OTTHUMG00000167346, LRG_340, ENSG00000172893, CCDS8200, MIM:602858, HGNC:2860, uc001oql.4, NM_001360, MGI:1298378, AF034544, SLOS, DHCR7, Q9UBM7]",EpiMed GENSYM,uc001oql.3,,GRCh37,71146420,71155998,9,"[71145456, 71148857, 71149924, 71152272, 71153308, 71155038, 71155900, 71158655, 71159335]","[71146885, 71148989, 71150129, 71152486, 71153399, 71155261, 71156004, 71158780, 71159477]",TRUE,ucsc
added_list_fc,chr13_52342128_52378298,chr13,52342128,52378298,-,DHRS12,,,DHRS12,13q14.3,79758,9606,79758,dehydrogenase/reductase 12,13q14.3,13,active,protein-coding,"[DHRS12, SDR40C1, CCDS9430, OTTHUMG00000016952, A0PJE2, FLJ13639, MIM:616163, CCDS31976, NM_024705, AK023701, uc001vfq.5, ENSG00000102796, HGNC:25832, CCDS58292]",EpiMed GENUID,uc001vfq.4,,GRCh37,52342322,52378245,10,"[52342128, 52343291, 52345956, 52348065, 52351195, 52364146, 52365300, 52371961, 52373669, 52378189]","[52342432, 52343429, 52346047, 52348170, 52351257, 52364228, 52365393, 52372044, 52373803, 52378298]",TRUE,ucsc
gi,chr14_102027687_102029789,chr14,102027687,102029789,+,DIO3,Unknown,Unknown,DIO3,14q32 ,DIO3,9606,1735,iodothyronine deiodinase 3,14q32.31,14,active,protein-coding,"[TXDI3, S79854, DIO3, DIOIII, OTTHUMG00000160681, ENSG00000197406, D3, 5DIII, uc021sdx.1, CCDS41992, NM_001362, RGD:68420, MIM:601038, MGI:1306782, P55073, HGNC:2885]",EpiMed GENSYM,uc021sdx.1,ENST00000510508,GRCh37,102027833,102028748,1,[102027687],[102029789],TRUE,ucsc
gi_otago,chr1_68511644_68516481,chr1,68511644,68516481,-,DIRAS3,Imprinted,Paternal,DIRAS3,1p31 AS ,DIRAS3,9606,9077,DIRAS family GTPase 3,1p31.3,1,active,protein-coding,"[DIRAS3, RGD:1565168, U96750, NM_004675, ARHI, O95661, NOEY2, ENSG00000162595, MIM:605193, OTTHUMG00000009544, HGNC:687, CCDS641, uc001ded.4]",EpiMed GENSYM,uc001ded.3,,GRCh37,68512290,68512980,2,"[68511644, 68516230]","[68513045, 68516481]",TRUE,ucsc
gi_otago,chr8_1449531_1656642,chr8,1449531,1656642,+,DLGAP2,Imprinted,Paternal,DLGAP2,8p23 ,DLGAP2,9606,9228,DLG associated protein 2,8p23.3,8,active,protein-coding,"[DAP2, ENSG00000198010, DAP-2, HGNC:2906, MIM:605438, MGI:2443181, uc003wpl.4, CCDS47760, AB000275, CCDS75689, NM_004745, ERICH1-AS1, C8orf68, OTTHUMG00000163599, CCDS87572, SAPAP2, RGD:620224, DLGAP2, Q9P1A6]",EpiMed GENSYM,uc003wpl.4,ENST00000421627,GRCh37,1496859,1649572,12,"[1449531, 1496791, 1513848, 1574905, 1580992, 1616494, 1617908, 1624698, 1626379, 1639700, 1645312, 1649353]","[1449597, 1497849, 1514060, 1575053, 1581212, 1616844, 1617950, 1624784, 1626795, 1639792, 1645465, 1656642]",TRUE,ucsc
gi_otago,chr14_101193201_101201467,chr14,101193201,101201467,+,DLK1,Imprinted,Paternal,DLK1,14q32 ,DLK1,9606,8788,delta like non-canonical Notch ligand 1,14q32.2,14,active,protein-coding,"[DLK, HGNC:2907, PREF1, CCDS81852, OTTHUMG00000171600, DLK-1, RGD:619931, uc001yhs.5, CCDS9963, P80370, DLK1, Delta1, ZOG, U15979, FA1, MGI:94900, NM_001317172, pG2, Pref-1, MIM:176290, ENSG00000185559]",EpiMed GENSYM,uc001yhs.4,,GRCh37,101193405,101201233,5,"[101193201, 101194732, 101195272, 101198378, 101200485]","[101193472, 101194796, 101195403, 101198520, 101201467]",TRUE,ucsc
gi,chr7_96649701_96654143,chr7,96649701,96654143,-,DLX5,Imprinted,Maternal,DLX5,7q22 AS ,DLX5,9606,1749,distal-less homeobox 5,7q21.3,7,active,protein-coding,"[HGNC:2918, uc003uon.4, DLX5, P56178, SHFM1D, MIM:600028, NM_005221, CCDS5647, OTTHUMG00000154200, RGD:2506, MGI:101926, ENSG00000105880]",EpiMed GENSYM,uc003uon.3,,GRCh37,96650047,96653935,3,"[96649701, 96651496, 96653580]","[96650377, 96651681, 96654143]",TRUE,ucsc
gi_otago,chr19_10244021_10305755,chr19,10244021,10305755,-,DNMT1,Imprinted,Paternal,DNMT1,19p13,DNMT1,9606,1786,DNA methyltransferase 1,19p13.2,19,active,protein-coding,"[CXXC9, X63692, DNMT1, ADCADN, CCDS12228, AIM, RGD:620979, HSN1E, LRG_362, OTTHUMG00000180397, NM_001379, MIM:126375, MGI:94912, DNMT, MCMT, uc002mng.4, HGNC:2976, ENSG00000130816, CCDS45958, m.HsaI, P26358]",EpiMed GENSYM,uc002mng.3,,GRCh37,10244342,10305575,40,"[10244021, 10244892, 10246411, 10246796, 10247760, 10248507, 10249114, 10250351, 10250721, 10251456, 10251780, 10252703, 10254441, 10257026, 10259559, 10260128, 10260528, 10262073, 10262425, 10264968, 10265261, 10265580, 10266528, 10267066, 10270333, 10270517, 10270693, 10271059, 10273342, 10274001, 10277273, 10279005, 10283765, 10284546, 10286215, 10287967, 10291025, 10291453, 10292716, 10305495]","[10244377, 10244983, 10246528, 10246963, 10247956, 10248685, 10249281, 10250493, 10251004, 10251585, 10251865, 10252896, 10254663, 10257200, 10259693, 10260333, 10260644, 10262221, 10262523, 10265155, 10265449, 10265732, 10266621, 10267185, 10270443, 10270598, 10270739, 10271094, 10273424, 10274036, 10277361, 10279040, 10283850, 10284581, 10286294, 10288043, 10291245, 10291561, 10292753, 10305755]",TRUE,ucsc
otago,chr21_41384342_42219039,chr21,41384342,42219039,-,DSCAM,,,DSCAM,21q22.2,DSCAM,9606,1826,DS cell adhesion molecule,21q22.2,21,active,protein-coding,"[CHD2-52, DSCAM, CCDS42929, MIM:602523, NM_001389, CHD2, CHD2-42, AF023449, ENSG00000171587, uc002yyq.2, O60469, RGD:619992, MGI:1196281, OTTHUMG00000086732, HGNC:3039]",EpiMed GENSYM,uc002yyq.1,,GRCh37,41384960,42218587,33,"[41384342, 41414297, 41416004, 41423884, 41427651, 41434795, 41446963, 41450613, 41452078, 41455834, 41457528, 41459096, 41465647, 41496121, 41505780, 41514484, 41516417, 41539144, 41550853, 41559057, 41559817, 41560968, 41648023, 41667981, 41684007, 41710027, 41711045, 41719596, 41725391, 41741025, 42064735, 42080379, 42218544]","[41385313, 41414600, 41416202, 41424034, 41427767, 41434826, 41447140, 41450904, 41452267, 41455933, 41457692, 41459214, 41465801, 41496255, 41505936, 41514631, 41516658, 41539215, 41551021, 41559186, 41559914, 41561165, 41648197, 41668101, 41684286, 41710303, 41711342, 41719872, 41725670, 41741172, 42064882, 42080697, 42219039]",TRUE,ucsc
gi,chr1_1270657_1275557,chr1,1270657,1275557,-,DVL1,Predicted,Maternal,DVL1,1p36 AS ,DVL1,9606,1855,dishevelled segment polarity protein 1,1p36.33,1,active,protein-coding,"[ENSG00000107404, HGNC:3084, CCDS81252, CCDS22, DRS2, DVL1P1, OTTHUMG00000003069, MGI:94941, DVL1L1, NM_004421, DVL1, O14640, AF006011, MIM:601365, DVL, RGD:620632, uc002quu.4]",EpiMed GENSYM,uc002quu.3,,GRCh37,1271521,1275477,8,"[1270657, 1273356, 1273648, 1273901, 1274666, 1274961, 1275115, 1275417]","[1271895, 1273563, 1273816, 1274033, 1274819, 1275029, 1275192, 1275557]",TRUE,ucsc
gi,chr12_77415025_77459360,chr12,77415025,77459360,-,E2F7,Predicted,Maternal,E2F7,12q21,E2F7,9606,144455,E2F transcription factor 7,12q21.2,12,active,protein-coding,"[Q96AV8, MGI:1289147, BC016658, MIM:612046, CCDS9016, OTTHUMG00000169969, ENSG00000165891, XM_084871, RGD:1310258, HGNC:23820, E2F7, uc001sym.5]",EpiMed GENSYM,uc001sym.4,,GRCh37,77417794,77458415,13,"[77415025, 77419337, 77421662, 77423610, 77426829, 77427636, 77436844, 77438416, 77439817, 77444355, 77449634, 77458322, 77459124]","[77417965, 77419762, 77421918, 77424112, 77426902, 77427822, 77436979, 77438575, 77440108, 77444524, 77449910, 77458415, 77459360]",TRUE,ucsc
